pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,step
0.000743138,0.129022,0.545753,0.324482,6.9388,-5.02506,4.31764,0.143371,-5.7248,-3.40068,2.7551,5.89606,0.796044,-2.08547,-2.08547,0.383637,0.728961,-0.128744,-0.128744,0.115774,0.00222369,-0.494299,-0.494299,6.29566,0.802753,-0.0263405,-0.0263405,4.64893,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.282834,0.297805,0.0799986,0.339362,7.89504,-5.61089,-7.03334,-1.59115,-3.53902,-5.65526,3.88682,-5.42207,0.52654,0.0329098,0.0329098,0.262797,0.00456047,-0.269819,-0.269819,2.42092,0.0129567,0.3005,0.3005,0.261577,2.14527,0.432083,0.432083,0.631797,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.345709,0.330371,0.00285647,0.321064,-1.9006,1.47548,2.30662,-5.0247,0.572022,-3.53833,0.855957,-2.99263,0.0571475,-0.411422,-0.411422,0.00159315,0.000211578,1.22637,1.22637,0.0054713,0.0640759,-0.790891,-0.790891,2.80603,2.11387,-0.6738,-0.6738,0.882898,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.403189,0.245454,0.017104,0.334253,-4.21455,-1.72357,6.02473,-5.18719,-8.0221,2.22924,2.33374,-3.44006,0.0189132,-0.103524,-0.103524,1.48069,4.7887,-0.729876,-0.729876,0.0258686,0.929369,-0.526083,-0.526083,0.00729581,0.75829,-0.0171395,-0.0171395,0.0316619,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.508234,0.354693,0.00386224,0.13321,0.510458,-2.2095,-6.59022,-2.49874,-5.30612,-6.93082,-2.11398,0.866294,0.143016,1.66769,1.66769,0.696101,0.225962,0.963267,0.963267,2.12843,0.0446413,0.0888932,0.0888932,0.79892,3.8142,1.55754,1.55754,0.250872,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.223702,0.406312,0.334542,0.0354448,8.11736,-3.24538,5.89769,0.0165051,-6.61066,2.56875,-2.43813,9.01049,0.503952,-0.0726926,-0.0726926,1.39229,0.203839,-0.55136,-0.55136,1.38035,1.33886e-06,0.969961,0.969961,0.0433162,0.152729,-0.0446739,-0.0446739,0.165052,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.274307,0.357742,0.315934,0.0520171,3.91452,2.6201,-9.79166,-3.37337,-5.24269,-5.33499,-9.24785,-6.16572,1.28608,0.180074,0.180074,3.76223,0.0184973,-0.288321,-0.288321,0.0383321,0.0729453,-1.05768,-1.05768,0.726897,0.0934801,-0.270597,-0.270597,0.0400673,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.364264,0.235931,0.329109,0.0706962,-6.79896,2.96103,7.99213,-1.26658,-2.04929,-8.65253,-4.41801,-1.07161,0.318724,-2.02592,-2.02592,0.0430648,0.690617,0.0372335,0.0372335,0.0527633,1.49894,0.0283527,0.0283527,1.42387,0.111489,-3.49399,-3.49399,0.113875,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.377117,0.362568,0.189392,0.0709234,-2.08508,-3.20068,9.55614,-8.9918,3.0554,5.24273,-4.22355,9.63835,4.44395,-2.75349,-2.75349,1.23485,0.00839717,-0.0983895,-0.0983895,0.09939,0.30502,-0.695531,-0.695531,1.18023,0.75244,0.723451,0.723451,0.731484,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.39227,0.229863,0.296729,0.081138,4.84723,8.57429,-4.12363,-3.35443,-2.08239,4.54457,-3.38897,7.40832,1.14487,1.30687,1.30687,3.19284,1.02244,0.00813867,0.00813867,0.00250187,2.20103,-0.116773,-0.116773,0.0346506,0.0160955,-4.57368,-4.57368,0.485903,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0709241,0.129639,0.359676,0.43976,5.67148,1.56901,-2.60516,-8.71926,2.10769,-3.8798,-4.42208,0.019171,0.269006,-0.770418,-0.770418,0.856367,0.251733,0.42323,0.42323,2.70859,0.103576,0.320871,0.320871,0.345476,1.12852,-0.0931784,-0.0931784,0.0205649,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.227443,0.55535,0.160251,0.056957,1.65479,6.11879,-7.05802,-6.15892,7.21331,3.88383,0.0756411,-3.75969,1.1056,0.085963,0.085963,0.615039,0.0202535,-0.101278,-0.101278,0.0315832,0.25243,1.01917,1.01917,0.000309811,3.49489,0.745833,0.745833,0.0400881,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.371947,0.214063,0.280465,0.133525,-2.00152,8.01347,-6.88585,-1.08039,-4.23313,-0.424392,7.6782,-0.519087,7.00434e-05,-0.317109,-0.317109,3.2294,0.21248,0.055402,0.055402,0.0370333,0.487316,-0.734741,-0.734741,0.729941,1.62999,-0.376829,-0.376829,0.336606,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.3302,0.248841,0.182546,0.238412,9.26956,2.75767,-3.74383,-0.662728,6.0807,-2.77181,-9.92901,-2.29006,0.737492,-0.297118,-0.297118,9.03469,0.226137,-1.37746,-1.37746,0.565754,0.364212,-1.08566,-1.08566,0.184047,6.29129,0.713684,0.713684,0.633695,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0632619,0.0713221,0.183104,0.682312,-7.88591,-8.0047,0.160374,-9.03999,8.99215,9.33426,7.61718,8.80357,0.908844,-0.0569145,-0.0569145,0.0382289,0.064897,-1.09753,-1.09753,0.878645,0.442146,-0.118162,-0.118162,0.0185422,1.54492,-0.0645072,-0.0645072,0.267313,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.27996,0.0533781,0.373175,0.293487,-7.42528,-8.25716,6.72453,-4.62621,5.76006,5.83979,-8.11406,-5.81822,5.15965,0.291933,0.291933,0.344463,2.38969,-0.880434,-0.880434,0.00651954,0.504419,0.00678124,0.00678124,5.08185,1.45665,-1.10208,-1.10208,1.04702,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.274623,0.227361,0.249497,0.248519,6.5605,-1.01077,7.7803,1.22869,3.2866,-5.43078,4.22026,-1.46592,1.5257,0.404628,0.404628,0.487591,1.31932,-1.5356,-1.5356,0.00018482,2.09377,0.101759,0.101759,1.21659,0.000744584,-0.847094,-0.847094,0.0967196,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.284955,0.276561,0.328412,0.110072,2.00628,-1.50442,0.159582,-5.77115,0.180326,-8.18843,-4.99916,-0.476809,1.2222,-0.225741,-0.225741,0.0202341,0.219482,0.257189,0.257189,0.199173,0.185221,3.65183,3.65183,1.37108,0.000100124,-0.670489,-0.670489,3.56805,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0732436,0.41262,0.435975,0.0781619,-5.53774,-7.1569,3.0568,-1.0278,-2.70147,1.70978,-5.62756,-7.1551,0.529858,1.33116,1.33116,0.474837,1.60365,0.126629,0.126629,0.0725171,0.061676,0.431543,0.431543,0.862246,0.0797398,-2.74309,-2.74309,1.81672,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.148954,0.350031,0.319441,0.181574,4.87558,-3.27049,-4.15509,-6.83354,-9.62033,9.19905,-7.11205,2.59577,0.022002,-2.14876,-2.14876,0.181227,0.0510757,-0.136625,-0.136625,0.669857,0.230867,0.148351,0.148351,0.000316666,1.10053,-1.57734,-1.57734,0.239557,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.254835,0.243364,0.177834,0.323966,-5.39406,5.05646,3.43356,-7.56767,-4.02321,1.66514,1.30328,-3.91425,1.02155,0.685402,0.685402,0.351168,0.0954226,-0.857258,-0.857258,1.10115,1.62731,0.108169,0.108169,1.43714,0.339083,-0.157838,-0.157838,3.76056,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.343519,0.293695,0.361189,0.00159678,-3.68198,9.92815,-9.39124,-2.89644,8.92491,-0.442274,-9.53016,-9.74707,0.000757967,1.1388,1.1388,0.0638053,0.0502876,-0.0334069,-0.0334069,4.25778,1.26184,1.03663,1.03663,0.7254,0.834992,-0.555226,-0.555226,0.346814,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0899088,0.443932,0.390089,0.0760699,4.03054,9.91141,6.58423,-0.765612,-6.29923,-5.41246,-2.69607,3.02327,0.00061901,-0.193794,-0.193794,0.386611,0.688624,-0.00906605,-0.00906605,0.861013,0.0693528,-0.399544,-0.399544,5.20701,4.71776,0.565336,0.565336,2.38842,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.131787,0.180779,0.515156,0.172278,-1.84615,7.04028,-0.68321,-6.86949,4.35791,8.93016,3.51858,-1.43947,0.286097,0.179268,0.179268,0.842,0.319178,-0.0270158,-0.0270158,0.0941179,0.082494,-0.4357,-0.4357,4.16461e-05,0.600453,-0.515679,-0.515679,0.22759,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.194411,0.26063,0.284722,0.260237,7.42034,-9.10308,-6.91173,0.0106195,2.20855,5.93489,-8.01041,-2.05341,3.34364,-0.0545579,-0.0545579,0.00595235,0.00473026,1.8778,1.8778,0.0348454,3.09783,0.0428622,0.0428622,0.00800332,0.918522,-0.0454227,-0.0454227,0.0127862,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.339653,0.0132373,0.0816217,0.565489,4.92378,7.89862,-4.01214,-3.05444,3.38042,-6.48795,-0.880831,2.42502,0.684951,4.01148,4.01148,3.07772,0.273782,0.0516451,0.0516451,3.83272,0.867139,-0.0511405,-0.0511405,0.457199,0.0291027,-0.904493,-0.904493,0.0486785,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.408429,0.171664,0.36187,0.0580378,-6.30748,-6.49786,-5.30179,8.17371,4.194,-3.39799,-2.91174,3.72617,5.66241,-0.294543,-0.294543,7.34216e-06,1.84024,0.994406,0.994406,0.501055,0.266448,0.676378,0.676378,0.0785833,0.184654,-0.356021,-0.356021,1.8922,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.135466,0.208013,0.289805,0.366716,-1.16181,3.42416,6.11734,-5.43811,-5.85673,-8.67108,2.36426,0.066001,0.467853,0.924576,0.924576,0.447161,0.137223,-0.0747089,-0.0747089,1.60464,1.33497,-0.00478348,-0.00478348,0.00284772,4.89821,-0.172092,-0.172092,0.998981,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0892804,0.277917,0.0657309,0.567072,-0.54597,4.02783,8.13781,7.89807,-3.75858,-0.0242025,-7.04765,9.92312,0.679144,1.52769,1.52769,3.59526,0.652941,0.924069,0.924069,0.240426,0.0255131,-0.950905,-0.950905,1.2417,0.0245394,-0.394759,-0.394759,4.93029,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.272521,0.400438,0.308406,0.0186353,-7.33752,9.10214,-5.02318,-6.16444,8.24064,-2.46737,-8.15135,4.59588,6.69402,0.680223,0.680223,4.13197,0.924895,0.394848,0.394848,2.87687,2.21283,2.25883,2.25883,0.0131957,0.192053,1.24508,1.24508,0.00233094,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.385699,0.127552,0.329755,0.156993,9.51384,-2.53595,-4.90989,1.80834,8.511,-9.91261,-1.90624,-0.289811,0.309132,0.148628,0.148628,0.0705804,0.246252,-0.056906,-0.056906,2.0194,0.735819,0.314771,0.314771,0.368745,0.340479,3.01132,3.01132,0.853288,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.194619,0.375204,0.0553872,0.374789,0.768383,-2.87328,1.1562,2.45318,8.59629,2.32912,-2.14596,0.782466,1.41396,-0.119609,-0.119609,0.222359,0.161035,-0.917864,-0.917864,1.09064,0.0805329,-0.745755,-0.745755,0.0102575,1.59242,2.70772,2.70772,0.0698474,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.20084,0.115697,0.647002,0.0364605,4.45903,3.60928,-9.27068,0.0798011,6.19638,-3.56562,-5.41659,-4.84671,0.00658752,-1.027,-1.027,1.86894,0.115606,1.04532,1.04532,0.136612,3.68496,-0.304251,-0.304251,0.0523042,0.103203,0.65932,0.65932,0.0213317,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0814278,0.420472,0.115578,0.382523,-0.121908,-6.17993,-6.36838,8.30594,-2.48166,7.80747,-1.91358,3.58076,3.43709,0.901609,0.901609,3.3332,1.53664,1.33819,1.33819,3.15382,0.0608681,-0.13272,-0.13272,0.900259,0.163771,-0.438091,-0.438091,4.62821,-10992.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.121447,0.332739,0.00366664,0.542148,4.46278,6.20736,7.37185,-7.78916,-6.82254,-9.03316,0.595828,-4.91599,1.27609,-0.0413311,-0.0413311,3.04115,0.771088,1.18472,1.18472,0.026155,1.68642,0.00657027,0.00657027,0.401957,0.412977,-0.0430313,-0.0430313,1.41193,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.585507,0.0724704,0.210051,0.131972,-7.07535,0.756691,7.83285,7.28191,-9.63962,-3.51958,2.74266,-5.4419,0.260987,-1.16942,-1.16942,3.64886,0.448571,-1.62761,-1.62761,0.0494673,1.23115,-0.00747471,-0.00747471,0.00133885,1.54329,0.267937,0.267937,1.1855,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.315447,0.115963,0.177546,0.391044,1.53384,9.57784,-5.70837,5.17188,-6.63216,-6.3654,-5.76186,-9.82549,0.0152063,0.38114,0.38114,0.137193,2.12746,0.265668,0.265668,0.199315,1.16464,0.0756589,0.0756589,0.698943,8.48568e-06,2.79415,2.79415,5.27779,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.356318,0.19122,0.346368,0.106094,7.77389,-1.20781,-2.5191,-7.56961,4.64029,-6.89085,-3.77566,7.67818,0.705015,0.184804,0.184804,1.64972,0.0279958,-0.211538,-0.211538,0.028671,7.63313,-0.176954,-0.176954,0.406004,0.0532127,0.623256,0.623256,0.850459,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.00517883,0.169446,0.334411,0.490964,-4.61715,-5.40213,4.77166,-9.74176,0.305345,-8.10078,-3.85725,-4.95395,0.106104,0.353641,0.353641,3.90618,1.03426,0.155978,0.155978,3.78987,0.843544,1.93208,1.93208,0.495974,0.820655,-0.24158,-0.24158,0.00247433,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.189987,0.308249,0.250492,0.251271,-3.83497,-2.02529,0.770683,5.57681,-9.29722,-9.83799,3.98914,4.6564,1.40857,-0.637166,-0.637166,0.0122177,0.148548,1.25983,1.25983,0.356155,0.5073,-0.481992,-0.481992,0.879956,1.12446,0.646737,0.646737,0.839764,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.266081,0.111308,0.416684,0.205927,-7.67819,7.82785,-6.60095,5.27872,8.08065,-9.72242,2.55826,3.82026,0.00226853,1.6643,1.6643,0.000147457,0.309535,-0.183534,-0.183534,0.2305,0.161668,0.19617,0.19617,1.59823,0.000773277,-0.0942352,-0.0942352,0.233072,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.271564,0.100714,0.329191,0.29853,-1.96527,3.95616,-1.57304,-6.50028,0.104514,-7.85187,1.01991,0.498712,1.72878,0.747048,0.747048,1.14243,0.236334,0.372872,0.372872,0.794497,2.14379,1.26256,1.26256,0.545949,0.0294987,-2.01486,-2.01486,0.193922,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.143282,0.412005,0.385481,0.0592315,-3.9058,-8.77999,-4.19009,-8.64464,2.36405,-8.47007,4.31329,-9.68607,0.671461,-0.0430798,-0.0430798,1.01222,7.53341,-0.690545,-0.690545,1.19615,2.91767,0.0153813,0.0153813,0.275718,0.233638,0.143214,0.143214,1.70449,-46973.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.162799,0.285572,0.383704,0.167925,-8.6767,-5.7645,-4.17475,-2.07838,6.94632,-0.621243,7.5007,9.04931,0.00168846,0.0147159,0.0147159,0.637159,0.437712,3.63199,3.63199,0.0407921,0.479339,0.303427,0.303427,0.190047,1.35919,0.7664,0.7664,0.0280177,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.197999,0.29522,0.310042,0.19674,-6.86482,1.22427,5.56187,-5.42878,9.31652,-3.91874,5.74664,-2.45576,1.07631,-0.000847418,-0.000847418,0.000435115,0.425121,-0.536387,-0.536387,1.65138,3.3653,-0.416739,-0.416739,0.477066,2.11133,0.525555,0.525555,1.60766,-18417.4,0.00469532,0.398017,0.385269,0.212018,-1.27816,1.24697,1.99781,1.93269,0.921316,-1.90328,-1.93627,2.07662,0.3358,-0.0102136,-0.0102136,0.000461606,0.855555,0.060654,0.060654,1.06104,4.07153,0.0222697,0.0222697,1.09633,1.17058,-0.172749,-0.172749,0.899194,-4053.17,166
0.159546,0.331641,0.11698,0.391833,4.94391,4.00118,-2.92115,-8.67962,2.86822,-3.64142,-9.85513,-3.57548,0.240377,-0.0186488,-0.0186488,0.13693,0.319291,0.00351204,0.00351204,0.00963256,0.0194915,-0.426434,-0.426434,1.12061,0.199168,1.59475,1.59475,1.70161,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.105537,0.784145,0.0455674,0.0647505,3.7455,8.75506,9.7743,6.44091,-0.441001,-2.66999,-0.687534,7.47222,3.23235,1.47585,1.47585,0.638794,0.87744,0.155345,0.155345,2.50813,0.00103178,0.0291278,0.0291278,4.11118,0.462628,1.08312,1.08312,0.56304,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.18114,0.430956,0.104923,0.282981,-0.523933,-8.67559,9.07456,1.44673,6.3314,5.9948,2.44483,-3.2163,4.57372,0.545622,0.545622,0.28104,0.240114,0.0880996,0.0880996,0.463268,0.072719,0.414705,0.414705,1.16758,0.228549,-1.5512,-1.5512,0.860188,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0268688,0.369565,0.0538008,0.549765,7.1815,8.41281,-6.75463,-6.7528,1.91767,-5.56524,-3.30984,-1.73811,0.232225,1.40769,1.40769,0.0214584,0.702641,-0.187662,-0.187662,0.166904,1.88199,0.721876,0.721876,1.77117,2.52019,-0.446903,-0.446903,0.529635,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
