pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,step
0.410885,0.260033,0.102105,0.226977,-3.56475,9.30743,4.26722,-9.56204,-5.65592,6.05461,-5.48927,2.21305,0.518627,-0.0722518,-0.0722518,0.984289,0.54394,0.0112838,0.0112838,0.702358,0.203763,0.0974619,0.0974619,0.110134,0.160615,-2.3538,-2.3538,1.06146,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.441665,0.410106,0.072514,0.0757149,7.33547,3.70939,-6.74765,-3.48034,3.14484,-3.35223,4.24322,-1.09279,0.00236135,0.244666,0.244666,5.60973,6.22371,0.157147,0.157147,0.377513,0.0470098,0.467088,0.467088,1.45329,0.0447659,0.0682452,0.0682452,1.12481,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.271423,0.156359,0.226627,0.345591,-0.0392637,9.72595,5.95777,-2.86545,-3.30556,-6.50116,7.28481,-2.96697,1.07841,-0.346845,-0.346845,0.172106,0.369079,-0.526972,-0.526972,2.3705,0.3367,-0.492697,-0.492697,0.136633,0.0174772,-0.0149236,-0.0149236,0.0623726,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.365025,0.0293289,0.0619569,0.543689,9.952,-8.6005,8.74714,7.4112,4.85794,7.22778,1.46901,7.03454,0.509234,-0.858859,-0.858859,0.0069856,0.273603,-0.624849,-0.624849,0.67075,0.345876,-0.798632,-0.798632,1.58042,3.22654,0.552054,0.552054,1.08114,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.478691,0.246574,0.0211869,0.253548,9.73804,9.10581,-8.46542,6.78777,-5.28153,5.99309,-2.73746,3.56495,0.248639,-0.774354,-0.774354,0.809281,0.703818,0.630567,0.630567,0.452405,0.669535,-0.0246607,-0.0246607,0.0864645,0.0606779,-0.96824,-0.96824,8.62498,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.480852,0.0287867,0.255056,0.235306,7.75554,8.5741,-3.57272,4.19511,-6.57811,-9.28254,1.50936,-6.16153,0.41032,-0.310263,-0.310263,0.021875,3.37458,0.298105,0.298105,0.966564,0.598008,-1.71807,-1.71807,1.49383,2.5525,-0.714694,-0.714694,0.886199,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.238987,0.35771,0.149932,0.253372,1.70631,-7.547,-0.148719,4.51873,2.7724,1.36091,0.466929,-2.13382,3.97709,1.18132,1.18132,1.37681,0.783227,-1.06822,-1.06822,1.51927,0.712634,-0.293293,-0.293293,0.0602828,1.97822,-0.267639,-0.267639,0.00101122,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.147027,0.614099,0.121037,0.117837,-3.91832,7.29072,8.45065,3.65782,-9.27353,4.46743,-5.82478,-3.70079,0.880408,0.452501,0.452501,0.0779156,0.342337,-0.0238232,-0.0238232,2.79254,0.0889607,0.311774,0.311774,0.0870008,1.84986,-0.00608432,-0.00608432,0.230817,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.319138,0.145413,0.318439,0.21701,8.38978,1.98142,-5.14993,8.16234,-8.81397,-4.27528,-7.23035,-2.4186,2.17273,1.87789,1.87789,0.516271,0.925175,1.06747,1.06747,1.9463,0.397765,-0.339746,-0.339746,0.916949,0.150509,-0.199707,-0.199707,0.631707,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.165638,0.305649,0.428805,0.099908,-5.20671,-1.11295,9.58602,-4.66481,9.21466,5.66963,-2.12723,1.50874,2.69552,1.26849,1.26849,0.316158,1.0754,1.48743,1.48743,0.591116,6.31279,-0.970956,-0.970956,0.00160664,0.60763,-0.241455,-0.241455,1.48806,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.37049,0.256772,0.311629,0.0611091,-8.2671,1.6803,-3.65277,-8.73485,9.81718,-3.94381,-8.40676,5.14862,0.100621,0.180778,0.180778,6.65128,0.453398,0.135546,0.135546,0.614991,0.536993,-0.62396,-0.62396,0.00375006,3.88884,0.210212,0.210212,0.300545,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.177845,0.392383,0.406326,0.023446,5.65376,4.10457,-4.05924,-5.93304,-5.47409,2.64006,-5.1633,4.77348,0.775081,0.0937857,0.0937857,0.382406,1.01425,0.0166656,0.0166656,0.878041,0.0668755,-0.244292,-0.244292,0.181967,1.10985e-05,-0.203509,-0.203509,0.146958,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.48748,0.111678,0.378665,0.0221766,-0.350482,7.99198,-9.13166,-5.59938,-4.73336,-7.72194,-7.89003,-0.396594,2.19263,-0.810707,-0.810707,0.0194974,1.83679,1.21331,1.21331,0.0394642,0.00158671,-0.116208,-0.116208,0.954803,0.937131,-0.00256893,-0.00256893,2.46619,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.185611,0.315276,0.16863,0.330483,-0.436399,0.841774,-0.0188198,3.6508,1.52835,0.63465,5.64341,8.51089,3.74422,-0.0417745,-0.0417745,0.655766,0.0201249,-0.00679613,-0.00679613,0.366692,0.182693,0.0734356,0.0734356,2.62287,0.206785,-2.13614,-2.13614,3.4514,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.181864,0.126573,0.291405,0.400158,9.43819,2.64176,-6.39992,-6.78061,-0.457613,-8.81298,8.97471,-3.56332,0.0300427,-1.82047,-1.82047,0.540491,4.33452,0.0618612,0.0618612,0.0968931,3.08258,-0.449831,-0.449831,0.893264,0.484936,0.614733,0.614733,0.748954,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.357025,0.383974,0.238032,0.020969,-9.18792,-1.44874,3.75347,0.234545,0.942851,-3.94882,8.59192,-1.83204,1.58231,-0.0332204,-0.0332204,1.66591,0.114496,0.967858,0.967858,0.656062,1.61815,-0.720484,-0.720484,0.34787,0.335473,0.511878,0.511878,0.126534,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.275175,0.456078,0.0477958,0.220951,-4.01759,-1.25198,8.57037,-9.72051,-8.72057,0.0903428,-3.74661,-5.09255,0.938913,-0.0979653,-0.0979653,1.96201,0.732261,0.215045,0.215045,0.278713,0.183577,-0.0829237,-0.0829237,0.63115,0.148111,-1.47908,-1.47908,0.246402,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.363491,0.427394,0.1125,0.0966148,9.58488,0.110191,-2.51346,-0.105082,-4.62629,8.04756,-2.91409,8.55797,0.091126,2.06221,2.06221,0.240944,0.0112004,1.97972,1.97972,0.196348,0.0905542,-0.141353,-0.141353,0.00118111,0.143192,-0.799768,-0.799768,0.00119621,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.147391,0.186679,0.309085,0.356844,5.21951,9.28183,-6.07248,-5.4584,1.24402,6.25904,6.57789,9.53525,1.45824,0.161555,0.161555,0.025532,1.41434,0.000393222,0.000393222,2.32336,1.27932,3.22247,3.22247,0.465969,0.0430417,-1.88179,-1.88179,1.03371,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.188562,0.233298,0.274182,0.303957,5.14814,7.31572,5.16753,-5.49505,-5.41525,3.79106,-5.422,0.182632,0.175181,0.0671488,0.0671488,1.81498,0.270254,-1.34979,-1.34979,3.08664,0.192315,-0.00217672,-0.00217672,2.95527,0.00260905,-0.411877,-0.411877,0.052189,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.301982,0.136173,0.274866,0.286979,7.63739,-3.90516,-8.02688,6.96682,-0.624436,-5.20082,-5.29156,4.56354,1.16369,-0.0490915,-0.0490915,0.00435559,0.657016,0.342414,0.342414,1.2364,0.90718,1.96545,1.96545,0.780412,0.0335279,0.564751,0.564751,1.48823,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.275343,0.0204946,0.17123,0.532932,-3.49371,-6.76737,9.77629,1.07004,-8.55598,-0.438879,-9.18242,9.80133,2.80676,0.0572752,0.0572752,0.032115,3.6307,-0.13853,-0.13853,1.78842,0.0816406,0.0149247,0.0149247,0.0608438,0.112398,1.3211,1.3211,0.154727,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.226465,0.11565,0.386997,0.270889,5.5119,8.15272,0.926479,-1.6537,-1.47706,-6.63395,5.87414,-0.213165,1.61257,-0.273844,-0.273844,3.16375,1.23135,-3.53933,-3.53933,5.01288,1.20442,0.191042,0.191042,0.028106,0.0202139,0.40891,0.40891,0.412376,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.361152,0.228489,0.237454,0.172905,-2.10748,6.77519,-3.69193,1.9113,-9.70666,2.15898,-1.96419,-0.788508,1.82003,-0.819086,-0.819086,0.135037,1.33336,-1.20155,-1.20155,5.67375,1.63697,-0.792001,-0.792001,3.06936,0.313925,2.98233,2.98233,0.22283,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0260539,0.050521,0.752299,0.171126,4.84774,9.56703,-9.60462,0.125344,2.57209,8.66236,-8.30112,7.29,0.376806,-0.800703,-0.800703,0.195047,1.9049,0.0674539,0.0674539,0.362915,4.08552,0.133435,0.133435,0.258855,0.505601,0.272117,0.272117,0.620616,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.353517,0.228035,0.0902103,0.328237,3.43406,-0.73906,-3.72897,-4.22312,7.02064,3.91541,6.3683,-0.044872,0.00468781,2.11526,2.11526,0.750946,0.50569,-0.0642556,-0.0642556,0.255261,1.53431,-0.00124794,-0.00124794,1.91756,0.105228,0.521667,0.521667,0.231823,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0807477,0.0955899,0.197332,0.626331,-7.60648,-0.282597,-8.53418,-9.58967,-9.5108,8.38306,9.21586,-5.78684,1.15709,-1.17002,-1.17002,0.00143803,0.622486,0.601125,0.601125,1.12017,0.506442,0.134647,0.134647,0.943181,0.0925246,0.501787,0.501787,0.0892087,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.47458,0.102973,0.292122,0.130324,-1.39228,-1.62857,-6.30415,4.81341,1.67866,7.88004,9.09996,-0.227582,0.939436,0.0801541,0.0801541,0.740328,0.0431388,0.318141,0.318141,10.3059,0.00523637,-0.558936,-0.558936,0.10717,0.488882,-0.282973,-0.282973,0.212524,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.472481,0.247511,0.232702,0.0473051,-9.65319,-0.549674,-4.52574,2.98225,-8.23304,5.77618,9.45737,4.09195,0.0155521,0.36437,0.36437,2.91092,0.684456,0.384698,0.384698,0.0486402,0.114166,0.113948,0.113948,0.596964,1.01362,-0.000345639,-0.000345639,0.154984,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.100294,0.241219,0.401269,0.257218,2.06073,-0.785287,-4.69643,-0.046912,-2.10753,-9.02072,7.58378,-0.478469,3.05173,0.0796694,0.0796694,0.764865,0.735548,0.0570175,0.0570175,2.53689,0.454273,0.700833,0.700833,1.67695,0.23025,-0.767746,-0.767746,0.755772,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.268797,0.367975,0.198062,0.165167,-3.50727,-5.55706,4.98508,-6.80331,7.52856,-7.28184,-7.65167,9.145,0.991779,-0.0560942,-0.0560942,1.69688,2.00497,0.595148,0.595148,3.19285,0.0027875,0.470709,0.470709,0.0104595,4.14086,0.640422,0.640422,0.0487179,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0679383,0.243872,0.26752,0.42067,7.31124,1.90385,9.5046,0.749641,7.65787,9.09624,9.9608,0.605192,0.287871,1.59781,1.59781,0.0876076,0.387292,1.85977,1.85977,0.971929,0.036987,-0.890481,-0.890481,0.0253326,0.652049,0.442438,0.442438,0.25781,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.300225,0.363646,0.126344,0.209784,4.02794,7.7571,3.9601,-1.12919,1.59918,-1.48604,-0.664809,0.777894,0.127714,-0.526062,-0.526062,0.297927,0.0830701,0.240039,0.240039,0.554634,0.0283308,0.116935,0.116935,1.31959,0.0858326,0.109013,0.109013,1.30368,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.245166,0.199178,0.109324,0.446332,-5.89748,9.95559,1.24015,-2.97335,7.595,3.61464,-4.77477,0.236298,0.0241833,0.0419051,0.0419051,9.60227e-05,0.0236189,-0.0412606,-0.0412606,1.5719,2.38426,-2.05255,-2.05255,4.72742,0.83602,-2.34373,-2.34373,0.087479,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.365344,0.364017,0.256478,0.0141598,3.39796,-6.03396,-9.93859,2.84745,6.2696,4.72972,-2.42648,4.61838,0.103509,-2.8997,-2.8997,0.109347,0.588083,-0.440048,-0.440048,2.73271e-06,1.3654,-1.27318,-1.27318,0.452469,0.0102053,-0.20095,-0.20095,0.511057,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.333336,0.365824,0.199747,0.101094,1.07941,5.51645,-1.43983,0.824294,-4.45234,-9.84387,8.19224,-2.51369,0.11074,0.573104,0.573104,0.128864,0.089917,0.228531,0.228531,1.56282,0.555418,-3.53678,-3.53678,0.675409,0.0900859,0.145792,0.145792,0.0311744,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.323646,0.410435,0.189178,0.0767416,-9.75396,0.898812,-0.501143,-8.23025,-4.55867,-6.53519,-1.09823,7.43697,0.663091,-0.80598,-0.80598,0.176388,0.115918,0.355473,0.355473,1.11283,0.189304,1.68973,1.68973,0.195411,1.27747,0.224797,0.224797,0.103077,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.294236,0.185382,0.02557,0.494812,7.23341,6.56632,-5.86455,5.0413,-9.89151,-9.88664,0.325649,-6.67508,0.279554,0.0401466,0.0401466,1.40409,0.0240331,-1.30567,-1.30567,1.06944,2.49537,-0.978988,-0.978988,0.0418712,0.0559526,-1.06608,-1.06608,0.00431971,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.476872,0.193986,0.0206701,0.308472,2.09797,-7.92685,6.82408,3.68373,2.34306,-0.545192,-2.31086,-4.27895,0.0248529,-0.58963,-0.58963,2.58487,0.871935,0.0782291,0.0782291,5.22816,0.308958,0.48078,0.48078,2.76456,1.90947,0.159967,0.159967,0.445792,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.24918,0.208408,0.235281,0.307131,-8.21922,3.47681,-1.84659,7.32419,1.26082,-4.30667,2.95249,-3.15711,4.23348,-1.22602,-1.22602,0.102272,0.122649,2.71072,2.71072,0.023384,1.35375,2.68737,2.68737,1.65579,0.0237515,-0.0048481,-0.0048481,1.82115,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.196165,0.384152,0.0938076,0.325875,1.07084,4.87145,-5.31714,0.466427,5.59425,-4.38441,-4.43281,-6.99609,5.58261,-0.104697,-0.104697,0.186597,5.43092,2.07609,2.07609,0.0969279,1.53677,2.41766,2.41766,0.671532,0.0304003,-1.82615,-1.82615,1.39485,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.257643,0.142302,0.0200354,0.580019,8.05653,3.83655,4.5227,6.20855,1.31056,-8.12756,9.71075,4.38251,0.284803,0.190463,0.190463,2.48264,0.643463,-0.0368325,-0.0368325,1.7585,3.31021,-1.74346,-1.74346,0.637206,0.546975,-0.486458,-0.486458,2.33769,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.476842,0.28505,0.133445,0.104663,-1.30307,1.52326,6.46275,-2.76734,-3.44232,6.97796,-8.89673,-0.0961014,0.215482,2.13281,2.13281,2.25991,0.195066,0.410289,0.410289,0.086841,2.61616,-0.18861,-0.18861,0.914592,3.32684,0.918804,0.918804,0.0776496,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.39808,0.351675,0.0816402,0.168605,-7.52748,3.78601,-8.61409,-7.05823,-6.07131,-4.94095,5.08988,0.98154,0.415288,-0.419352,-0.419352,0.0448999,0.061962,-0.0655678,-0.0655678,0.769309,0.672906,-0.242491,-0.242491,3.73593,0.284931,0.193474,0.193474,0.432737,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.186249,0.29475,0.0467744,0.472226,-3.2852,2.97676,6.50361,-0.72635,2.56499,-5.02876,-4.20668,-6.79599,3.7765,1.08421,1.08421,1.2126,1.01126,0.161829,0.161829,0.0197981,2.18291,2.4544,2.4544,1.71052,0.240273,-0.0371949,-0.0371949,0.388773,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.298577,0.31158,0.123543,0.2663,1.92792,-8.63966,-1.61306,6.67133,-7.35992,0.497002,-5.05601,-4.2239,1.93036,1.55995,1.55995,0.472778,0.206273,0.386724,0.386724,0.00236937,2.50522,-0.432181,-0.432181,1.17353e-05,0.0597898,-0.499493,-0.499493,0.0317262,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.274925,0.302971,0.171874,0.25023,3.07759,9.08337,2.05637,-7.15421,5.49084,-7.14036,-0.236506,7.66509,2.30685,0.878329,0.878329,0.345091,0.463716,1.12533,1.12533,0.159509,0.291523,-4.39632,-4.39632,0.000705634,0.00604996,4.02081,4.02081,0.0266657,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.422214,0.307246,0.0262961,0.244244,2.3835,-3.00416,2.47924,3.01008,-3.41267,-7.52167,0.0519276,-2.51895,4.99679,0.129391,0.129391,0.688177,0.367652,0.0101083,0.0101083,0.208349,0.0825681,0.680513,0.680513,0.834451,0.0124482,-0.0992554,-0.0992554,0.0429495,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.388818,0.00670199,0.326401,0.27808,-5.81023,-0.729033,-1.19673,-5.14974,-8.57763,0.253238,-3.39908,9.51004,0.970893,-1.48915,-1.48915,0.525543,0.152011,-0.227282,-0.227282,0.000232626,1.45432,0.0414691,0.0414691,0.0466063,0.129976,-0.307975,-0.307975,0.0798007,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
